클래스,파일명,예측_라벨,예측_클래스,신뢰도,정확_여부
Colorado Potato Beetles,Image_34.jpg,a photo of adult Aphids,Aphids,0.376953125,오류
Colorado Potato Beetles,Image_35.jpg,a photo of egg Colorado Potato Beetles,Colorado Potato Beetles,0.51953125,정확
Colorado Potato Beetles,Image_36.jpg,a photo of adult Colorado Potato Beetles,Colorado Potato Beetles,0.396484375,정확
Colorado Potato Beetles,Image_37.jpg,a photo of adult Colorado Potato Beetles,Colorado Potato Beetles,0.287109375,정확
Colorado Potato Beetles,Image_38.jpg,a photo of egg Colorado Potato Beetles,Colorado Potato Beetles,0.359375,정확
Colorado Potato Beetles,Image_39.jpg,a photo of adult Colorado Potato Beetles,Colorado Potato Beetles,0.578125,정확
Colorado Potato Beetles,Image_40.jpg,a photo of adult Colorado Potato Beetles,Colorado Potato Beetles,0.76953125,정확
Colorado Potato Beetles,Image_41.jpg,a photo of egg Colorado Potato Beetles,Colorado Potato Beetles,0.380859375,정확
Colorado Potato Beetles,Image_42.jpg,a photo of adult Colorado Potato Beetles,Colorado Potato Beetles,0.7265625,정확
Colorado Potato Beetles,Image_43.jpg,a photo of adult Colorado Potato Beetles,Colorado Potato Beetles,0.53125,정확
Colorado Potato Beetles,Image_44.jpg,a photo of adult Colorado Potato Beetles,Colorado Potato Beetles,0.482421875,정확
Colorado Potato Beetles,Image_45.jpg,a photo of adult Colorado Potato Beetles,Colorado Potato Beetles,0.55859375,정확
Colorado Potato Beetles,Image_46.jpg,a photo of adult Colorado Potato Beetles,Colorado Potato Beetles,0.703125,정확
Colorado Potato Beetles,Image_47.jpeg,a photo of adult Colorado Potato Beetles,Colorado Potato Beetles,0.298828125,정확
Colorado Potato Beetles,Image_49.JPG,a photo of adult Colorado Potato Beetles,Colorado Potato Beetles,0.38671875,정확
Colorado Potato Beetles,Image_50.jpg,a photo of larva Colorado Potato Beetles,Colorado Potato Beetles,0.341796875,정확
Colorado Potato Beetles,Image_51.jpg,a photo of adult Colorado Potato Beetles,Colorado Potato Beetles,0.46484375,정확
Colorado Potato Beetles,Image_52.jpg,a photo of adult Colorado Potato Beetles,Colorado Potato Beetles,0.5546875,정확
Colorado Potato Beetles,Image_53.jpg,a photo of egg Colorado Potato Beetles,Colorado Potato Beetles,0.1396484375,정확
Colorado Potato Beetles,Image_54.png,a photo of adult Colorado Potato Beetles,Colorado Potato Beetles,0.67578125,정확
Colorado Potato Beetles,Image_55.jpg,a photo of adult Colorado Potato Beetles,Colorado Potato Beetles,0.765625,정확
Colorado Potato Beetles,Image_56.jpg,a photo of adult Colorado Potato Beetles,Colorado Potato Beetles,0.453125,정확
Colorado Potato Beetles,Image_57.jpg,a photo of adult Colorado Potato Beetles,Colorado Potato Beetles,0.7265625,정확
Colorado Potato Beetles,Image_59.JPG,a photo of pupa Colorado Potato Beetles,Colorado Potato Beetles,0.2490234375,정확
Colorado Potato Beetles,Image_60.jpg,a photo of adult Colorado Potato Beetles,Colorado Potato Beetles,0.369140625,정확
Colorado Potato Beetles,Image_61.jpg,a photo of adult Colorado Potato Beetles,Colorado Potato Beetles,0.75,정확
Colorado Potato Beetles,Image_62.jpg,a photo of egg Colorado Potato Beetles,Colorado Potato Beetles,0.28125,정확
Colorado Potato Beetles,Image_63.jpg,a photo of adult Colorado Potato Beetles,Colorado Potato Beetles,0.64453125,정확
Colorado Potato Beetles,Image_64.jpg,a photo of adult Colorado Potato Beetles,Colorado Potato Beetles,0.3984375,정확
Colorado Potato Beetles,Image_65.jpg,a photo of adult Colorado Potato Beetles,Colorado Potato Beetles,0.39453125,정확
Colorado Potato Beetles,Image_66.jpg,a photo of adult Colorado Potato Beetles,Colorado Potato Beetles,0.54296875,정확
Colorado Potato Beetles,Image_67.jpg,a photo of adult Colorado Potato Beetles,Colorado Potato Beetles,0.404296875,정확
Colorado Potato Beetles,Image_68.jpg,a photo of egg Colorado Potato Beetles,Colorado Potato Beetles,0.42578125,정확
Colorado Potato Beetles,Image_69.jpg,a photo of egg Colorado Potato Beetles,Colorado Potato Beetles,0.388671875,정확
Colorado Potato Beetles,Image_70.jpg,a photo of adult Colorado Potato Beetles,Colorado Potato Beetles,0.5625,정확
Colorado Potato Beetles,Image_72.jpg,a photo of adult Colorado Potato Beetles,Colorado Potato Beetles,0.578125,정확
Colorado Potato Beetles,Image_73.jpg,a photo of egg Colorado Potato Beetles,Colorado Potato Beetles,0.380859375,정확
Colorado Potato Beetles,Image_74.jpg,a photo of adult Colorado Potato Beetles,Colorado Potato Beetles,0.38671875,정확
Colorado Potato Beetles,Image_75.jpg,a photo of egg Colorado Potato Beetles,Colorado Potato Beetles,0.37109375,정확
Colorado Potato Beetles,Image_76.jpg,a photo of adult Colorado Potato Beetles,Colorado Potato Beetles,0.49609375,정확
Colorado Potato Beetles,Image_77.jpg,a photo of adult Colorado Potato Beetles,Colorado Potato Beetles,0.60546875,정확
Colorado Potato Beetles,Image_78.jpg,a photo of adult Colorado Potato Beetles,Colorado Potato Beetles,0.63671875,정확
Colorado Potato Beetles,Image_79.jpg,a photo of adult Colorado Potato Beetles,Colorado Potato Beetles,0.5625,정확
Colorado Potato Beetles,Image_80.jpg,a photo of adult Colorado Potato Beetles,Colorado Potato Beetles,0.49609375,정확
Colorado Potato Beetles,Image_81.jpg,a photo of adult Colorado Potato Beetles,Colorado Potato Beetles,0.46875,정확
Colorado Potato Beetles,Image_82.jpg,a photo of adult Colorado Potato Beetles,Colorado Potato Beetles,0.421875,정확
Colorado Potato Beetles,Image_83.jpg,a photo of adult Colorado Potato Beetles,Colorado Potato Beetles,0.162109375,정확
Colorado Potato Beetles,Image_84.jpg,a photo of egg Colorado Potato Beetles,Colorado Potato Beetles,0.625,정확
Colorado Potato Beetles,Image_85.jpg,a photo of Citrus Canker,Citrus Canker,0.38671875,오류
Colorado Potato Beetles,Image_86.jpg,a photo of Citrus Canker,Citrus Canker,0.40234375,오류
Colorado Potato Beetles,Image_87.jpg,a photo of egg Colorado Potato Beetles,Colorado Potato Beetles,0.455078125,정확
Colorado Potato Beetles,Image_88.jpg,a photo of egg Colorado Potato Beetles,Colorado Potato Beetles,0.08740234375,정확
Colorado Potato Beetles,Image_90.jpg,a photo of egg Colorado Potato Beetles,Colorado Potato Beetles,0.453125,정확
Colorado Potato Beetles,Image_91.jpg,a photo of adult Colorado Potato Beetles,Colorado Potato Beetles,0.5078125,정확
Colorado Potato Beetles,Image_92.jpg,a photo of adult Colorado Potato Beetles,Colorado Potato Beetles,0.578125,정확
Colorado Potato Beetles,Image_93.jpg,a photo of adult Colorado Potato Beetles,Colorado Potato Beetles,0.5546875,정확
Colorado Potato Beetles,Image_94.jpg,a photo of adult Aphids,Aphids,0.2470703125,오류
Colorado Potato Beetles,Image_95.jpg,a photo of adult Colorado Potato Beetles,Colorado Potato Beetles,0.73046875,정확
Colorado Potato Beetles,Image_96.jpg,a photo of pupa Tomato Hornworms,Tomato Hornworms,0.0927734375,오류
Colorado Potato Beetles,Image_97.jpg,a photo of adult Colorado Potato Beetles,Colorado Potato Beetles,0.63671875,정확
Colorado Potato Beetles,Image_98.jpg,a photo of adult Colorado Potato Beetles,Colorado Potato Beetles,0.8359375,정확
Colorado Potato Beetles,Image_100.jpg,a photo of adult Colorado Potato Beetles,Colorado Potato Beetles,0.494140625,정확
Colorado Potato Beetles,Image_102.jpg,a photo of adult Colorado Potato Beetles,Colorado Potato Beetles,0.51953125,정확
Colorado Potato Beetles,Image_103.jpeg,a photo of adult Colorado Potato Beetles,Colorado Potato Beetles,0.66796875,정확
Colorado Potato Beetles,Image_104.jpg,a photo of adult Colorado Potato Beetles,Colorado Potato Beetles,0.404296875,정확
Colorado Potato Beetles,Image_105.jpg,a photo of egg Colorado Potato Beetles,Colorado Potato Beetles,0.298828125,정확
Colorado Potato Beetles,Image_106.jpg,a photo of adult Colorado Potato Beetles,Colorado Potato Beetles,0.50390625,정확
Colorado Potato Beetles,Image_108.jpg,a photo of adult Colorado Potato Beetles,Colorado Potato Beetles,0.46484375,정확
Colorado Potato Beetles,Image_109.png,a photo of egg Colorado Potato Beetles,Colorado Potato Beetles,0.39453125,정확
Colorado Potato Beetles,Image_110.jpg,a photo of adult Colorado Potato Beetles,Colorado Potato Beetles,0.65625,정확
Colorado Potato Beetles,Image_111.jpg,a photo of egg Colorado Potato Beetles,Colorado Potato Beetles,0.4140625,정확
Colorado Potato Beetles,Image_112.jpg,a photo of egg Colorado Potato Beetles,Colorado Potato Beetles,0.388671875,정확
Colorado Potato Beetles,Image_113.jpg,a photo of egg Colorado Potato Beetles,Colorado Potato Beetles,0.49609375,정확
Colorado Potato Beetles,Image_114.png,a photo of adult Colorado Potato Beetles,Colorado Potato Beetles,0.609375,정확
Colorado Potato Beetles,Image_115.jpg,a photo of larva Cabbage Loopers,Cabbage Loopers,0.2119140625,오류
Colorado Potato Beetles,Image_116.jpg,a photo of adult Colorado Potato Beetles,Colorado Potato Beetles,0.58203125,정확
Colorado Potato Beetles,Image_117.jpg,a photo of adult Colorado Potato Beetles,Colorado Potato Beetles,0.41015625,정확
Colorado Potato Beetles,Image_118.jpg,a photo of adult Colorado Potato Beetles,Colorado Potato Beetles,0.62109375,정확
Colorado Potato Beetles,Image_119.jpg,a photo of adult Colorado Potato Beetles,Colorado Potato Beetles,0.279296875,정확
Colorado Potato Beetles,Image_120.jpg,a photo of adult Colorado Potato Beetles,Colorado Potato Beetles,0.6875,정확
Thrips,Image_1.jpg,a photo of adult Thrips,Thrips,0.388671875,정확
Thrips,Image_2.jpg,a photo of adult Thrips,Thrips,0.408203125,정확
Thrips,Image_3.jpg,a photo of egg Aphids,Aphids,0.205078125,오류
Thrips,Image_4.jpg,a photo of egg Corn Borers,Corn Borers,0.1416015625,오류
Thrips,Image_5.jpg,a photo of larva Western Corn Rootworms,Western Corn Rootworms,0.1943359375,오류
Thrips,Image_6.jpg,a photo of adult Thrips,Thrips,0.396484375,정확
Thrips,Image_7.jpg,a photo of adult Thrips,Thrips,0.31640625,정확
Thrips,Image_8.jpg,a photo of egg Aphids,Aphids,0.201171875,오류
Thrips,Image_9.jpg,a photo of adult Thrips,Thrips,0.62890625,정확
Thrips,Image_10.jpg,a photo of adult Thrips,Thrips,0.2353515625,정확
Thrips,Image_11.jpg,a photo of adult Thrips,Thrips,0.3984375,정확
Thrips,Image_12.jpg,a photo of pupa Aphids,Aphids,0.2431640625,오류
Thrips,Image_13.jpg,a photo of egg Corn Borers,Corn Borers,0.1767578125,오류
Thrips,Image_14.jpeg,a photo of adult Thrips,Thrips,0.498046875,정확
Thrips,Image_15.jpg,a photo of egg Western Corn Rootworms,Western Corn Rootworms,0.318359375,오류
Thrips,Image_16.jpg,a photo of egg Corn Borers,Corn Borers,0.1572265625,오류
Thrips,Image_17.jpg,a photo of adult Thrips,Thrips,0.318359375,정확
Thrips,Image_18.jpg,a photo of adult Western Corn Rootworms,Western Corn Rootworms,0.2734375,오류
Thrips,Image_19.jpg,a photo of adult Spider Mites,Spider Mites,0.2421875,오류
Thrips,Image_20.jpg,a photo of adult Aphids,Aphids,0.2177734375,오류
Thrips,Image_21.jpg,a photo of adult Aphids,Aphids,0.259765625,오류
Thrips,Image_22.jpg,a photo of adult Thrips,Thrips,0.2109375,정확
Thrips,Image_23.jpg,a photo of adult Corn Borers,Corn Borers,0.451171875,오류
Thrips,Image_24.jpg,a photo of adult Thrips,Thrips,0.205078125,정확
Thrips,Image_25.jpg,a photo of pupa Aphids,Aphids,0.2294921875,오류
Thrips,Image_26.jpg,a photo of egg Colorado Potato Beetles,Colorado Potato Beetles,0.3984375,오류
Thrips,Image_27.jpg,a photo of adult Fruit Flies,Fruit Flies,0.28125,오류
Thrips,Image_28.jpg,a photo of pupa Spider Mites,Spider Mites,0.1845703125,오류
Thrips,Image_29.jpg,a photo of egg Thrips,Thrips,0.134765625,정확
Thrips,Image_30.jpg,a photo of adult Aphids,Aphids,0.1689453125,오류
Thrips,Image_31.jpg,a photo of larva Aphids,Aphids,0.091796875,오류
Thrips,Image_32.jpg,a photo of egg Corn Borers,Corn Borers,0.25390625,오류
Thrips,Image_33.jpg,a photo of adult Spider Mites,Spider Mites,0.27734375,오류
Thrips,Image_34.jpg,a photo of adult Western Corn Rootworms,Western Corn Rootworms,0.134765625,오류
Thrips,Image_35.jpg,a photo of egg Spider Mites,Spider Mites,0.1513671875,오류
Thrips,Image_36.jpg,a photo of egg Corn Borers,Corn Borers,0.185546875,오류
Thrips,Image_37.jpeg,a photo of egg Aphids,Aphids,0.1357421875,오류
Thrips,Image_38.jpg,a photo of egg Corn Borers,Corn Borers,0.134765625,오류
Thrips,Image_39.jpg,a photo of adult Thrips,Thrips,0.408203125,정확
Thrips,Image_40.png,a photo of adult Thrips,Thrips,0.2255859375,정확
Thrips,Image_41.png,a photo of adult Thrips,Thrips,0.73828125,정확
Thrips,Image_42.jpg,a photo of larva Corn Borers,Corn Borers,0.169921875,오류
Thrips,Image_43.jpg,a photo of egg Corn Borers,Corn Borers,0.185546875,오류
Thrips,Image_46.jpg,a photo of adult Thrips,Thrips,0.400390625,정확
Thrips,Image_47.jpg,a photo of adult Thrips,Thrips,0.271484375,정확
Thrips,Image_48.jpeg,a photo of adult Thrips,Thrips,0.55078125,정확
Thrips,Image_49.jpg,a photo of larva Corn Borers,Corn Borers,0.26171875,오류
Thrips,Image_50.jpg,a photo of adult Thrips,Thrips,0.78515625,정확
Thrips,Image_53.jpg,a photo of adult Thrips,Thrips,0.283203125,정확
Thrips,Image_54.jpg,a photo of adult Thrips,Thrips,0.41015625,정확
Thrips,Image_55.jpg,a photo of adult Aphids,Aphids,0.197265625,오류
Thrips,Image_56.jpg,a photo of larva Corn Borers,Corn Borers,0.1884765625,오류
Thrips,Image_57.jpg,a photo of larva Thrips,Thrips,0.400390625,정확
Thrips,Image_58.jpg,a photo of adult Thrips,Thrips,0.76953125,정확
Thrips,Image_61.jpg,a photo of larva Spider Mites,Spider Mites,0.25390625,오류
Thrips,Image_62.jpg,a photo of adult Aphids,Aphids,0.2890625,오류
Thrips,Image_63.jpg,a photo of adult Thrips,Thrips,0.57421875,정확
Thrips,Image_64.jpg,a photo of adult Thrips,Thrips,0.2314453125,정확
Thrips,Image_65.jpg,a photo of egg Aphids,Aphids,0.275390625,오류
Thrips,Image_67.png,a photo of adult Thrips,Thrips,0.271484375,정확
Thrips,Image_68.jpg,a photo of larva Western Corn Rootworms,Western Corn Rootworms,0.12451171875,오류
Thrips,Image_69.jpg,a photo of egg Spider Mites,Spider Mites,0.400390625,오류
Thrips,Image_70.jpg,a photo of adult Thrips,Thrips,0.185546875,정확
Thrips,Image_71.JPG,a photo of adult Thrips,Thrips,0.73828125,정확
Thrips,Image_72.jpg,a photo of pupa Thrips,Thrips,0.185546875,정확
Thrips,Image_73.jpeg,a photo of egg Thrips,Thrips,0.08251953125,정확
Thrips,Image_74.png,a photo of adult Thrips,Thrips,0.2734375,정확
Thrips,Image_75.jpg,a photo of adult Aphids,Aphids,0.18359375,오류
Thrips,Image_76.jpg,a photo of egg Corn Borers,Corn Borers,0.333984375,오류
Thrips,Image_77.jpg,a photo of adult Spider Mites,Spider Mites,0.359375,오류
Thrips,Image_78.jpg,a photo of larva Thrips,Thrips,0.376953125,정확
Thrips,Image_79.jpg,a photo of egg Corn Borers,Corn Borers,0.1591796875,오류
Thrips,Image_80.jpg,a photo of larva Western Corn Rootworms,Western Corn Rootworms,0.1923828125,오류
Thrips,Image_81.jpg,a photo of adult Spider Mites,Spider Mites,0.34375,오류
Thrips,Image_82.jpg,a photo of adult Thrips,Thrips,0.375,정확
Thrips,Image_83.jpg,a photo of adult Spider Mites,Spider Mites,0.478515625,오류
Thrips,Image_86.jpg,a photo of egg Aphids,Aphids,0.26171875,오류
Thrips,Image_87.jpg,a photo of pupa Thrips,Thrips,0.2236328125,정확
Thrips,Image_88.jpg,a photo of adult Western Corn Rootworms,Western Corn Rootworms,0.1533203125,오류
Thrips,Image_89.jpg,a photo of egg Corn Borers,Corn Borers,0.228515625,오류
Thrips,Image_90.jpg,a photo of adult Thrips,Thrips,0.396484375,정확
Thrips,Image_91.jpeg,a photo of adult Aphids,Aphids,0.212890625,오류
Thrips,Image_92.jpg,a photo of adult Aphids,Aphids,0.326171875,오류
Thrips,Image_93.jpg,a photo of egg Spider Mites,Spider Mites,0.294921875,오류
Thrips,Image_95.jpg,a photo of adult Aphids,Aphids,0.203125,오류
Thrips,Image_96.jpg,a photo of pupa Thrips,Thrips,0.1640625,정확
Thrips,Image_97.jpg,a photo of adult Aphids,Aphids,0.1591796875,오류
Thrips,Image_98.jpg,a photo of pupa Fruit Flies,Fruit Flies,0.10498046875,오류
Thrips,Image_99.jpg,a photo of pupa Spider Mites,Spider Mites,0.318359375,오류
Thrips,Image_100.jpg,a photo of adult Corn Borers,Corn Borers,0.15234375,오류
Thrips,Image_101.jpg,a photo of egg Colorado Potato Beetles,Colorado Potato Beetles,0.1826171875,오류
Thrips,Image_102.jpg,a photo of egg Spider Mites,Spider Mites,0.181640625,오류
Thrips,Image_103.jpeg,a photo of adult Aphids,Aphids,0.2001953125,오류
Thrips,Image_104.jpg,a photo of egg Thrips,Thrips,0.11279296875,정확
Thrips,Image_105.jpg,a photo of adult Aphids,Aphids,0.2158203125,오류
Thrips,Image_106.jpg,a photo of egg Thrips,Thrips,0.1806640625,정확
Thrips,Image_107.jpg,a photo of adult Thrips,Thrips,0.189453125,정확
Thrips,Image_108.jpg,a photo of larva Western Corn Rootworms,Western Corn Rootworms,0.2421875,오류
Thrips,Image_110.jpg,a photo of egg Corn Borers,Corn Borers,0.3359375,오류
Thrips,Image_111.JPG,a photo of egg Corn Borers,Corn Borers,0.1806640625,오류
Thrips,Image_112.jpg,a photo of larva Tomato Hornworms,Tomato Hornworms,0.28125,오류
Thrips,Image_113.jpg,a photo of egg Aphids,Aphids,0.1474609375,오류
Thrips,Image_114.jpg,a photo of adult Spider Mites,Spider Mites,0.251953125,오류
Thrips,Image_115.jpeg,a photo of adult Thrips,Thrips,0.138671875,정확
Thrips,Image_116.jpg,a photo of adult Fall Armyworms,Fall Armyworms,0.111328125,오류
Thrips,Image_117.jpg,a photo of adult Thrips,Thrips,0.423828125,정확
Thrips,Image_118.jpg,a photo of adult Thrips,Thrips,0.455078125,정확
Thrips,Image_119.JPG,a photo of egg Spider Mites,Spider Mites,0.353515625,오류
Thrips,Image_120.png,a photo of egg Western Corn Rootworms,Western Corn Rootworms,0.255859375,오류
Corn Earworms,Image_1.jpg,a photo of adult Western Corn Rootworms,Western Corn Rootworms,0.458984375,오류
Corn Earworms,Image_2.jpg,a photo of pupa Tomato Hornworms,Tomato Hornworms,0.2265625,오류
Corn Earworms,Image_3.jpg,a photo of larva Corn Borers,Corn Borers,0.17578125,오류
Corn Earworms,Image_4.jpg,a photo of larva Corn Borers,Corn Borers,0.259765625,오류
Corn Earworms,Image_5.jpg,a photo of egg Corn Borers,Corn Borers,0.23828125,오류
Corn Earworms,Image_6.jpg,a photo of pupa Fall Armyworms,Fall Armyworms,0.28515625,오류
Corn Earworms,Image_7.jpg,a photo of larva Corn Borers,Corn Borers,0.1552734375,오류
Corn Earworms,Image_8.jpg,a photo of larva Corn Earworms,Corn Earworms,0.259765625,정확
Corn Earworms,Image_9.jpg,a photo of larva Corn Earworms,Corn Earworms,0.1533203125,정확
Corn Earworms,Image_10.png,a photo of pupa Western Corn Rootworms,Western Corn Rootworms,0.1767578125,오류
Corn Earworms,Image_11.jpg,a photo of larva Western Corn Rootworms,Western Corn Rootworms,0.3828125,오류
Corn Earworms,Image_12.jpg,a photo of larva Corn Borers,Corn Borers,0.1416015625,오류
Corn Earworms,Image_13.jpg,a photo of larva Western Corn Rootworms,Western Corn Rootworms,0.1689453125,오류
Corn Earworms,Image_14.png,a photo of pupa Corn Earworms,Corn Earworms,0.1845703125,정확
Corn Earworms,Image_15.jpg,a photo of larva Armyworms,Armyworms,0.216796875,오류
Corn Earworms,Image_16.jpg,a photo of larva Corn Borers,Corn Borers,0.2421875,오류
Corn Earworms,Image_17.jpg,a photo of egg Armyworms,Armyworms,0.13671875,오류
Corn Earworms,Image_18.jpg,a photo of larva Corn Borers,Corn Borers,0.2021484375,오류
Corn Earworms,Image_19.jpg,a photo of larva Spider Mites,Spider Mites,0.150390625,오류
Corn Earworms,Image_20.jpg,a photo of larva Tomato Hornworms,Tomato Hornworms,0.203125,오류
Corn Earworms,Image_21.jpg,a photo of larva Western Corn Rootworms,Western Corn Rootworms,0.171875,오류
Corn Earworms,Image_22.png,a photo of adult Tomato Hornworms,Tomato Hornworms,0.25390625,오류
Corn Earworms,Image_23.jpg,a photo of pupa Fall Armyworms,Fall Armyworms,0.17578125,오류
Corn Earworms,Image_24.jpg,a photo of larva Corn Earworms,Corn Earworms,0.31640625,정확
Corn Earworms,Image_25.png,a photo of pupa Western Corn Rootworms,Western Corn Rootworms,0.2236328125,오류
Corn Earworms,Image_26.jpg,a photo of larva Corn Borers,Corn Borers,0.2294921875,오류
Corn Earworms,Image_27.jpg,a photo of pupa Fall Armyworms,Fall Armyworms,0.1416015625,오류
Corn Earworms,Image_28.JPG,a photo of egg Western Corn Rootworms,Western Corn Rootworms,0.341796875,오류
Corn Earworms,Image_29.jpg,a photo of larva Corn Borers,Corn Borers,0.2890625,오류
Corn Earworms,Image_30.jpg,a photo of pupa Corn Earworms,Corn Earworms,0.1982421875,정확
Corn Earworms,Image_31.jpg,a photo of egg Corn Borers,Corn Borers,0.1533203125,오류
Corn Earworms,Image_32.jpg,a photo of adult Western Corn Rootworms,Western Corn Rootworms,0.47265625,오류
Corn Earworms,Image_33.jpg,a photo of larva Western Corn Rootworms,Western Corn Rootworms,0.1923828125,오류
Corn Earworms,Image_34.jpg,a photo of egg Corn Borers,Corn Borers,0.1630859375,오류
Corn Earworms,Image_35.png,a photo of larva Western Corn Rootworms,Western Corn Rootworms,0.28515625,오류
Corn Earworms,Image_36.jpg,a photo of larva Western Corn Rootworms,Western Corn Rootworms,0.212890625,오류
Corn Earworms,Image_37.jpg,a photo of egg Fall Armyworms,Fall Armyworms,0.291015625,오류
Corn Earworms,Image_38.jpg,a photo of larva Corn Earworms,Corn Earworms,0.15234375,정확
Corn Earworms,Image_39.jpg,a photo of pupa Western Corn Rootworms,Western Corn Rootworms,0.1572265625,오류
Corn Earworms,Image_40.jpg,a photo of egg Western Corn Rootworms,Western Corn Rootworms,0.32421875,오류
Corn Earworms,Image_41.jpg,a photo of larva Western Corn Rootworms,Western Corn Rootworms,0.310546875,오류
Corn Earworms,Image_42.jpg,a photo of adult Western Corn Rootworms,Western Corn Rootworms,0.28515625,오류
Corn Earworms,Image_43.png,a photo of egg Corn Borers,Corn Borers,0.2158203125,오류
Corn Earworms,Image_44.jpg,a photo of egg Corn Borers,Corn Borers,0.2373046875,오류
Corn Earworms,Image_45.jpg,a photo of larva Corn Borers,Corn Borers,0.11083984375,오류
Corn Earworms,Image_46.jpg,a photo of larva Western Corn Rootworms,Western Corn Rootworms,0.2236328125,오류
Corn Earworms,Image_47.jpg,a photo of egg Western Corn Rootworms,Western Corn Rootworms,0.2255859375,오류
Corn Earworms,Image_48.jpg,a photo of larva Western Corn Rootworms,Western Corn Rootworms,0.2119140625,오류
Corn Earworms,Image_49.jpg,a photo of larva Fall Armyworms,Fall Armyworms,0.10986328125,오류
Corn Earworms,Image_50.jpg,a photo of pupa Tomato Hornworms,Tomato Hornworms,0.55859375,오류
Corn Earworms,Image_51.jpg,a photo of pupa Western Corn Rootworms,Western Corn Rootworms,0.1572265625,오류
Corn Earworms,Image_52.jpg,a photo of pupa Tomato Hornworms,Tomato Hornworms,0.32421875,오류
Corn Earworms,Image_53.jpg,a photo of larva Western Corn Rootworms,Western Corn Rootworms,0.234375,오류
Corn Earworms,Image_54.jpg,a photo of larva Western Corn Rootworms,Western Corn Rootworms,0.2216796875,오류
Corn Earworms,Image_55.jpg,a photo of larva Western Corn Rootworms,Western Corn Rootworms,0.31640625,오류
Corn Earworms,Image_56.jpg,a photo of larva Western Corn Rootworms,Western Corn Rootworms,0.171875,오류
Corn Earworms,Image_57.jpg,a photo of egg Corn Borers,Corn Borers,0.28515625,오류
Corn Earworms,Image_58.jpg,a photo of pupa Corn Earworms,Corn Earworms,0.1259765625,정확
Corn Earworms,Image_59.jpg,a photo of adult Western Corn Rootworms,Western Corn Rootworms,0.2080078125,오류
Corn Earworms,Image_60.jpg,a photo of adult Western Corn Rootworms,Western Corn Rootworms,0.1953125,오류
Corn Earworms,Image_61.jpg,a photo of larva Western Corn Rootworms,Western Corn Rootworms,0.423828125,오류
Corn Earworms,Image_62.jpg,a photo of egg Corn Borers,Corn Borers,0.1689453125,오류
Corn Earworms,Image_63.JPG,a photo of larva Western Corn Rootworms,Western Corn Rootworms,0.2265625,오류
Corn Earworms,Image_65.png,a photo of adult Western Corn Rootworms,Western Corn Rootworms,0.177734375,오류
Corn Earworms,Image_66.jpg,a photo of pupa Fall Armyworms,Fall Armyworms,0.1328125,오류
Corn Earworms,Image_67.jpg,a photo of pupa Armyworms,Armyworms,0.2197265625,오류
Corn Earworms,Image_68.jpg,a photo of larva Corn Borers,Corn Borers,0.20703125,오류
Corn Earworms,Image_69.jpg,a photo of larva Tomato Hornworms,Tomato Hornworms,0.314453125,오류
Corn Earworms,Image_71.jpg,a photo of adult Fruit Flies,Fruit Flies,0.169921875,오류
Corn Earworms,Image_72.jpg,a photo of egg Tomato Hornworms,Tomato Hornworms,0.1923828125,오류
Corn Earworms,Image_73.jpg,a photo of adult Corn Borers,Corn Borers,0.1376953125,오류
Corn Earworms,Image_74.jpg,a photo of pupa Corn Borers,Corn Borers,0.2041015625,오류
Corn Earworms,Image_75.jpg,a photo of larva Western Corn Rootworms,Western Corn Rootworms,0.22265625,오류
Corn Earworms,Image_76.JPG,a photo of pupa Corn Borers,Corn Borers,0.16796875,오류
Corn Earworms,Image_77.jpg,a photo of egg Armyworms,Armyworms,0.18359375,오류
Corn Earworms,Image_78.jpg,a photo of larva Western Corn Rootworms,Western Corn Rootworms,0.27734375,오류
Corn Earworms,Image_79.jpeg,a photo of egg Corn Borers,Corn Borers,0.1416015625,오류
Corn Earworms,Image_80.jpg,a photo of larva Corn Borers,Corn Borers,0.185546875,오류
Corn Earworms,Image_81.jpg,a photo of egg Spider Mites,Spider Mites,0.3515625,오류
Corn Earworms,Image_82.jpg,a photo of larva Corn Borers,Corn Borers,0.216796875,오류
Corn Earworms,Image_83.jpg,a photo of larva Western Corn Rootworms,Western Corn Rootworms,0.322265625,오류
Corn Earworms,Image_84.jpg,a photo of adult Fall Armyworms,Fall Armyworms,0.318359375,오류
Corn Earworms,Image_85.jpg,a photo of larva Corn Earworms,Corn Earworms,0.5703125,정확
Corn Earworms,Image_86.jpg,a photo of larva Corn Borers,Corn Borers,0.29296875,오류
Corn Earworms,Image_88.jpg,a photo of pupa Fall Armyworms,Fall Armyworms,0.294921875,오류
Corn Earworms,Image_89.JPG,a photo of adult Corn Borers,Corn Borers,0.208984375,오류
Corn Earworms,Image_90.jpg,a photo of larva Western Corn Rootworms,Western Corn Rootworms,0.126953125,오류
Corn Earworms,Image_91.JPG,a photo of pupa Corn Earworms,Corn Earworms,0.19140625,정확
Corn Earworms,Image_92.jpg,a photo of larva Western Corn Rootworms,Western Corn Rootworms,0.23828125,오류
Corn Earworms,Image_93.jpg,a photo of egg Corn Borers,Corn Borers,0.1171875,오류
Corn Earworms,Image_94.jpg,a photo of larva Western Corn Rootworms,Western Corn Rootworms,0.2578125,오류
Corn Earworms,Image_95.jpg,a photo of egg Western Corn Rootworms,Western Corn Rootworms,0.1826171875,오류
